id	x	y
PD43974ab2	20.0319312685563	0.151042543874423
PD43974ac2	20.3046673235826	0.143421362886112
PD43974ad	26.0446316440288	0.188929497759962
PD43974ae	23.0846519955433	0.174790312257891
PD43974af2	31.0686444989728	0.245722033213191
PD43974ag2	49.2412652716863	0.392924512412841
PD43974ah2	39.0131189983964	0.314068447468589
PD43974ai	22.9462681376432	0.181156735271331
PD43974aj2	41.8330499578157	13.0083454037121
PD43974ak	23.334209221297	7.36441034796376
PD43974al2	25.4261130539508	0.190403206790851
PD43974am2	42.8228903014729	13.4117374608414
PD43974an2	35.8325637111888	11.3644356115471
PD43974ao2	22.3288154259327	7.11601879610604
PD43974ap2	35.0009306309613	0.268779263650756
PD43974aq	31.8266063849656	9.86955569778017
PD43974ar2	26.6125516033258	8.43156095260552
PD43974as2	30.2098427909912	0.243052514568666
PD43974at	27.430875694753	8.75669484959747
PD43974au	23.8962555789555	0.174200828645535
PD43974av	23.0231595082147	0.169897598275339
PD43974aw2	40.0073098002847	0.307003065314784
PD43974ax2	36.2596814601568	11.7406272105635
PD43974ay	34.7384315165098	0.268055040927005
PD43974az	25.2031255031526	0.181847273217233
PD43974b3	26.6785748787604	0.196129619025163
PD43974bb	22.2857262463693	0.170259709637215
PD43974bc	17.8463203044999	0.130865361942938
PD43974bd	27.7852979629164	0.214479401758345
PD43974be2	24.1864224484933	0.190554788291171
PD43974bf	40.0102498212802	0.291078586586721
PD43974bg2	30.4385300539058	0.241999865260889
PD43974bi	24.0142331794089	0.185847340586789
PD43974bj	19.9458398541904	0.151244652541516
PD43974bk2	44.1801624256944	0.329976083807727
PD43974bl	31.1352892684403	0.229435443123253
PD43974bm2	40.2788737111244	0.293554417758615
PD43974bn	37.2846088451804	0.28042577559201
PD43974bo	25.8584957912295	8.46708155084717
PD43974bp2	44.3441821074122	0.326674975578536
PD43974bq	24.6992162090796	0.188727389092869
PD43974br	28.0693142956508	8.87453262370735
PD43974bs	20.6450142009776	0.155118401994139
PD43974bt	25.8373746546361	0.195674874524203
PD43974bu	25.4156217194454	7.93405362616634
PD43974bv	23.5085882102904	0.17406608953414
PD43974bw3	26.489914407713	0.236669249166302
PD43974bx2	44.1260827842933	13.7569811702092
PD43974by2	41.8714602211617	0.343770000336848
PD43974bz	25.2934224678143	8.24702731835484
PD43974cb2	23.9397182989741	0.187161046922896
PD43974cc2	35.6880486375434	0.27921312358945
PD43974cd2	28.129235336927	9.09030888941287
PD43974ce	19.6229237913068	0.146394044531276
PD43974cf2	38.0009306309613	0.290110149223566
PD43974cg	23.5931178391329	0.1748997877859
PD43974ch2	40.1446503210516	12.4713174116617
PD43974ci	32.7157968970381	10.0580557146226
PD43974cj	19.844037199477	0.150587799373463
PD43974ck2	40.335204255785	0.325142318186412
PD43974cl2	36.4211314411577	0.281848957456126
PD43974cm3	25.3638284032434	0.175101896452993
PD43974c	25.1857204500518	8.60568599050089
PD43974cn	25.5366005242447	0.185139960251962
PD43974co2	41.2438285320504	0.318380099033247
PD43974cp	26.0551648408267	0.193670630242194
PD43974cq2	18.9159888195478	0.141215009937009
PD43974cr2	24.7388147174939	7.69090847845858
PD43974cs	21.2490870800085	0.155244719911072
PD43974ct2	34.780351772063	0.257798026072018
PD43974ed	30.5432695094383	0.261932832552969
PD43974ee	29.982324452087	9.64008656987907
PD43974ef	28.2128246742792	0.230547040792266
PD43974eg2	26.7939312556756	0.203515006568532
PD43974eh	27.231865576959	8.55690201098124
PD43974ei	27.0510526756445	0.21108566039007
PD43974ej	29.0821724597639	0.224180617778826
PD43974ek2	23.919299160822	0.178647219321589
PD43974el	29.6098434350265	0.235608178664062
PD43974em2	28.9273367209588	0.210496176777714
PD43974e	30.5798152906853	0.240088254117964
PD43974en	25.0680906286428	0.186605248088389
PD43974eo	26.6706918870877	0.523402499410516
PD43974ep	26.4725898590207	0.209460369858861
